x1,x2,y
155.59893291622103,204.08160330603954,1
150.4253091882705,187.6450963682064,1
167.11346122042752,196.1879983082139,1
187.79079525755196,186.40544776398946,1
168.49963721809632,162.0917550824429,1
191.11703659537483,171.6510492965862,1
152.9450801372007,151.51027967563624,1
138.1046432600035,136.22674609655502,1
146.7411015170262,141.87602887241218,1
137.6576437158127,133.8453042238504,1
121.11728827356303,158.35830688580714,1
104.45415222625863,138.47799537312528,1
117.68673459478848,180.12542715327587,1
97.11981535852763,236.01888616513426,1
117.44419668760736,226.48278535550472,1
131.01755174281232,263.83348254037935,1
101.42320784521115,265.3708784221619,1
115.85001969666024,255.62004554827217,1
121.01233307555947,278.04920337218084,1
158.92753651453455,264.2906783362847,1
164.6191351447831,265.6880134116351,1
164.57115504288748,274.618422657827,1
173.61154885087285,272.1000688912178,1
206.84645106721064,234.4016529370027,1
209.17586855267504,215.69910216037536,1
217.51101817608406,207.52231972167485,1
192.69405349897752,161.10512203958442,1
183.23091855619606,167.8148813968001,1
170.68922725546952,158.50797317999843,1
145.99459674201674,154.98619570074786,1
100.79059143972171,146.46758810298562,1
115.8927104500647,158.8994611714354,1
96.52363860855371,157.8667603210232,1
75.09462306056012,155.54005065965728,1
98.19752989755443,186.7263807419577,1
71.00223450407435,176.62277661250246,1
99.64277989541179,207.1991731403422,1
133.20250885566546,226.12553616683348,1
129.49166397393856,244.64630115490885,1
130.91415632598202,221.7910978592437,1
150.90235819113772,224.50900241910975,1
166.95560317328005,206.5207475350311,1
164.14035257786935,212.24232061880934,1
145.56572026039703,173.4615413948754,1
179.66052144199185,138.84524504216012,1
159.48255761273967,147.9528019371599,1
163.3640662179892,133.97333764437565,1
140.90879727603263,112.4059512963737,1
152.82903206180285,149.4609436245301,1
156.24074620175767,161.45589591587344,1
125.79079801847651,191.3021046464264,1
111.22269388256147,194.40088627562227,1
108.58833866535107,210.16159405825834,1
142.33150790733015,223.77340990555751,1
151.1342655373384,218.21532034289297,1
124.06455615290824,241.3533158951524,1
128.52341930540916,236.1965740945156,1
126.16014734643522,229.07134897074232,1
129.66008084911329,226.62204592736782,1
117.0920391025005,210.26088134153542,1
110.64303357549367,188.25216303014915,1
108.65062875283223,180.99533229838076,1
94.09138629585954,169.88802657565938,1
112.77856110414204,152.9268451672229,1
97.84696990671273,190.41478023084412,1
103.05361648739785,194.36311288985033,1
91.86687218460698,230.42454181258717,1
98.35226713625498,275.37862160792804,1
103.08673897726504,285.3934345974782,1
122.84114286898398,279.96900296547767,1
119.48976888142843,246.09348915594936,1
155.99696260317128,223.20122763105672,1
173.75543735030442,203.54000753828205,1
166.7731442621906,205.74891032724065,1
157.4901034037704,176.15185199216023,1
172.86450333275548,139.1249324005987,1
169.1427346102913,150.57446160092772,1
151.11940445392153,159.1890616007796,1
142.76959286388765,120.44954338221106,1
160.7192260830797,157.25340722425136,1
138.64360550162388,160.03738802456735,1
161.41661888533181,158.4807392643147,1
146.01664831820628,217.69019760885314,1
149.29008547378166,216.74330039780742,1
174.56300836117967,225.4573011312745,1
156.2502074361413,231.75333457490277,1
160.03847111316543,234.00234980491464,1
185.6387251206427,212.79107417223128,1
179.33893986254304,188.75780079253357,1
186.97947661414523,196.71048550660865,1
215.90637357131587,178.13157084263838,1
204.97450189166665,165.10392867046355,1
224.93711428199256,165.24814499212016,1
185.00943572378856,162.2082479018419,1
196.48860955260807,143.03568113054962,1
193.05098475367578,151.85979950014593,1
162.30421474909383,152.81542937377137,1
165.6691514639521,186.02522375016898,1
132.29314955043478,238.68372142987351,1
132.1046791555085,243.67678225198514,1
157.61922115081347,285.5138510177593,1
152.15960059118242,259.0165439313449,1
159.7938107517371,280.58594729140077,1
166.77553356282132,287.0538212066109,1
143.63279997999075,273.7046857698049,1
155.7680367753604,272.59340762672014,1
179.33830759888494,227.0866917722808,1
186.8423431067916,204.5395612599828,1
189.34619760145398,189.72776756571412,1
185.63832144268142,184.1111777838505,1
166.96792281700218,153.94321658157187,1
167.0614808651791,176.91766702857686,1
168.5308855429923,162.85477948440766,1
121.6144258096707,201.8181757009449,1
94.76476602861605,220.37197639267396,1
80.54933058290642,242.36492367092643,1
82.23123385162921,242.42661943960877,1
82.93530529179327,255.69049510154287,1
107.18416264715599,254.8902479917827,1
82.125874071514,247.29760980105638,1
93.47844013388962,239.48287644880037,1
111.5577353489499,241.06848407647587,1
124.08108593646955,248.4154473633246,1
132.40574034039847,239.22053482133825,1
128.19238564039682,204.24968055534256,1
149.10812460655802,160.6999002571889,1
131.75103406081814,173.35323136946846,1
157.2811780183491,175.8180066149464,1
153.4314098141079,140.474337987615,1
149.3676910239797,174.90787970592444,1
131.49276771781643,150.7498354731391,1
153.77853665646984,147.8217106986909,1
139.11420258670287,154.92641038598018,1
167.20079518569486,158.44310642407308,1
153.48605675340858,141.40954328440063,1
177.1922668216478,143.36684413728722,1
177.6105266940635,135.5717856052663,1
164.4643428611162,138.70569871736137,1
163.92302494634913,141.5838297617695,1
170.87420846320236,122.1362226245991,1
201.9400134709797,124.12013721291413,1
171.59940041713008,133.8922128568065,1
208.1900046164586,127.56699372594,1
208.96457507016143,121.20834676790707,1
206.40393118046546,111.41109309589456,1
181.8156387876004,102.5494915633659,1
208.63176197262445,92.54784435114158,1
214.2518917082649,124.21939617572957,1
204.5039768291806,103.16572608632316,1
206.1262233226216,98.91163586000329,1
204.6338440210599,110.67699529990904,1
230.47198536287436,96.81386729676785,1
232.40307583890421,79.04616293240167,1
223.25904400754058,82.01447228662715,1
232.44295129165113,108.64428009387069,1
212.00776568704973,69.90454755846719,1
237.65057578427857,86.55131468314119,1
225.20692552142313,78.65793212864355,1
238.90129034487427,97.06102059957732,1
231.75646424770696,89.04085038819562,1
229.05284690315477,78.346623038975,1
241.79091739367377,97.19892184442466,1
234.4822939484253,85.74226381419777,1
224.70234702176901,72.23169998368138,1
226.1986221873147,90.4425303004266,1
260.44693361514396,75.15022604214113,1
235.9547869805826,88.54695900578622,1
248.65444008134776,61.764067033421156,1
235.044098685763,51.781798958207844,1
241.23568770194058,56.87072872543513,1
261.3304670277146,70.82246313486405,1
255.15488402703926,69.94642197532477,1
276.4190631412204,68.48880456269313,1
260.90225283032646,54.871737611268316,1
253.60455782673716,64.47657218724038,1
266.70448755070265,72.03636539984382,1
273.3012032987546,59.93031392561818,1
273.1793621862855,70.57708522902044,1
304.2720943913766,68.08831735238925,1
294.2827805110983,41.47897034702021,1
281.13525075935183,69.60200645787631,1
313.05166930414725,36.59903331909538,1
297.0200500171779,69.73850722931633,1
324.79963273255714,49.84835262870314,1
308.4195656794884,55.60754071930711,1
330.4773809184092,40.66208250175606,1
310.7724222470332,48.582544813316076,1
315.6450179180487,37.19302919032134,1
332.5004327677176,72.0200450423718,1
315.0656715623529,62.99781010483804,1
353.06853413690294,63.69964027649877,1
326.49794548540626,56.285825802441934,1
327.0320668478454,47.84363904223028,1
335.25634447742067,38.448017140217985,1
335.9645222636009,64.78631944203721,1
347.6786123873576,56.29220085577725,1
338.6783449525744,55.55996662078576,1
347.88314576864497,66.00866835335165,1
371.27158089474085,46.70867608559013,1
362.3158204996413,77.12132141187487,1
343.51589946368705,49.377523423716866,1
377.31946976419874,74.45383329027192,1
361.81144945471567,66.27871949710317,1
354.40038304389986,42.942901860063955,1
373.9958611106989,49.179480926327926,1
379.40454376919234,58.228531033990976,1
382.2458379228931,71.51116212410278,1
392.2373202964863,45.88220939596658,1
392.10098524415963,60.960737002918506,1
389.74486710780957,60.96955116591636,1
389.35969828387965,56.499069581531955,1
414.95744237723983,68.82659987393595,1
411.9009367921425,84.19993143693034,1
416.09706843604783,86.22089007752402,1
410.4155738832619,73.14153946684053,1
404.777513510228,47.75424934028854,1
410.17848881311676,51.393773631946544,1
391.2809461842964,77.98783235623262,1
422.3212275978125,49.19974356817232,1
388.3562635744221,51.21687563657406,1
430.8156389813708,72.96549372976517,1
419.35308562374496,59.99456114622251,1
414.28528339640974,61.629689086795224,1
435.14954262993945,85.96687468327036,1
408.19546299531817,77.77670444369141,1
423.93148497711735,63.02415645419927,1
418.4999360874663,79.24053298296099,1
411.6029634509601,72.57382409546528,1
436.5101902103174,81.0264447411559,1
440.9313210192403,76.91896110218192,1
436.9164244492778,101.49256152731772,1
431.463070663255,70.99375870011897,1
425.0065238343221,68.40372598641665,1
430.314859398996,86.3945135081562,1
430.4283930082452,108.08353226462305,1
433.32557687487815,83.1262723381642,1
417.46593778768363,103.39560266679007,1
435.52024782341584,87.64753781962833,1
421.55063532413396,113.13797833873514,1
426.2776596041102,113.87940206151461,1
440.1417245755171,118.3146529941339,1
437.60969453750835,98.41897916329668,1
434.053752530539,102.39748210503984,1
432.3766707805081,99.87139074509054,1
447.27975756623175,121.59004267111828,1
448.1913529697799,100.67770385647509,1
431.53902803159735,95.77788946588828,1
455.7172711414495,117.66082008936058,1
446.03637675365127,133.72587384548206,1
465.49190502542416,140.2490016558536,1
